data,ticker,peso,dinheiro_por_acao,preco_compra,quantidade_acoes,preco_fechamento_ajustado
2012-05-22,VLID3,0.5,5717.502711259638,24.35,268.1755493086134,21.32
2012-05-23,ETER3,0.5,6494.234479530463,18.22,358.4014613427408,18.12
2012-05-23,VLID3,0.5,5741.638510697414,24.35,268.1755493086134,21.41
2012-05-24,ETER3,0.5,6375.961997287358,18.22,358.4014613427408,17.79
2012-05-24,VLID3,0.5,5980.3147495820795,24.35,268.1755493086134,22.3
2012-05-25,ETER3,0.5,6289.945646565101,18.22,358.4014613427408,17.55
2012-05-25,VLID3,0.5,6130.493057194903,24.35,268.1755493086134,22.86
2012-05-28,ETER3,0.5,6329.369807312803,18.22,358.4014613427408,17.66
2012-05-28,VLID3,0.5,6181.44641156354,24.35,268.1755493086134,23.05
2012-05-29,ETER3,0.5,6275.6095881113915,18.22,358.4014613427408,17.51
2012-05-29,VLID3,0.5,6181.44641156354,24.35,268.1755493086134,23.05
2012-05-30,ETER3,0.5,6143.15697071348,17.51,355.71262134994095,17.27
2012-05-30,VLID3,0.5,6228.527999837467,23.05,270.21813448318727,23.05
2012-05-31,ETER3,0.5,6580.683494973908,17.51,355.71262134994095,18.5
2012-05-31,VLID3,0.5,6150.164740837343,23.05,270.21813448318727,22.76
2012-06-01,ETER3,0.5,6498.869592063421,17.51,355.71262134994095,18.27
2012-06-01,VLID3,0.5,6028.566580319908,23.05,270.21813448318727,22.31
2012-06-04,ETER3,0.5,6253.427883331961,17.51,355.71262134994095,17.58
2012-06-04,VLID3,0.5,6006.949129561253,23.05,270.21813448318727,22.23
2012-06-05,ETER3,0.5,6249.870757118462,17.51,355.71262134994095,17.57
2012-06-05,VLID3,0.5,6012.353492250917,23.05,270.21813448318727,22.25
2012-06-06,ETER3,0.5,6288.999145466956,17.51,355.71262134994095,17.68
2012-06-06,VLID3,0.5,5996.140404181926,23.05,270.21813448318727,22.19
2012-06-08,ETER3,0.5,6527.326601771417,17.51,355.71262134994095,18.35
2012-06-08,VLID3,0.5,6006.949129561253,23.05,270.21813448318727,22.23
2012-06-11,ETER3,0.5,6658.940271670894,17.51,355.71262134994095,18.72
2012-06-11,VLID3,0.5,6050.184031078563,23.05,270.21813448318727,22.39
2012-06-12,ETER3,0.5,6797.668193997371,17.51,355.71262134994095,19.11
2012-06-12,VLID3,0.5,6088.0145699062095,23.05,270.21813448318727,22.53
2012-06-13,ETER3,0.5,6769.211184289376,17.51,355.71262134994095,19.03
2012-06-13,VLID3,0.5,6196.101823699484,23.05,270.21813448318727,22.93
2012-06-14,ETER3,0.5,6626.9261357494,17.51,355.71262134994095,18.63
2012-06-14,VLID3,0.5,6112.334202009696,23.05,270.21813448318727,22.62
2012-06-15,ETER3,0.5,7192.509203695806,17.51,355.71262134994095,20.22
2012-06-15,VLID3,0.5,6496.043952975821,23.05,270.21813448318727,24.04
2012-06-18,ETER3,0.5,7014.652893020835,17.51,355.71262134994095,19.72
2012-06-18,VLID3,0.5,6385.254517837715,23.05,270.21813448318727,23.63
2012-06-19,ETER3,0.5,7188.952077482307,17.51,355.71262134994095,20.21
2012-06-19,VLID3,0.5,6285.273808078937,23.05,270.21813448318727,23.26
2012-06-20,ETER3,0.5,7043.109902728831,17.51,355.71262134994095,19.8
2012-06-20,VLID3,0.5,6439.298144734352,23.05,270.21813448318727,23.83
2012-06-21,ETER3,0.5,6936.396116323848,17.51,355.71262134994095,19.5
2012-06-21,VLID3,0.5,6452.809051458512,23.05,270.21813448318727,23.88
2012-06-22,ETER3,0.5,7028.881397874834,17.51,355.71262134994095,19.76
2012-06-22,VLID3,0.5,6528.470129113804,23.05,270.21813448318727,24.16
2012-06-25,ETER3,0.5,7245.866096898298,17.51,355.71262134994095,20.37
2012-06-25,VLID3,0.5,6463.61777683784,23.05,270.21813448318727,23.92
2012-06-26,ETER3,0.5,7220.966213403802,17.51,355.71262134994095,20.3
2012-06-26,VLID3,0.5,6393.3610618722105,23.05,270.21813448318727,23.66
2012-06-27,ETER3,0.5,7252.980349325296,17.51,355.71262134994095,20.39
2012-06-27,VLID3,0.5,6396.063243217043,23.05,270.21813448318727,23.67
2012-06-28,ETER3,0.5,7206.737708549804,17.51,355.71262134994095,20.26
2012-06-28,VLID3,0.5,6506.852678355149,23.05,270.21813448318727,24.08
2012-06-29,ETER3,0.5,6914.33000011027,20.26,338.4400391634983,20.43
2012-06-29,VLID3,0.5,7033.340584646021,24.08,284.7506309573288,24.7
2012-07-02,ETER3,0.5,7147.853627133084,20.26,338.4400391634983,21.12
2012-07-02,VLID3,0.5,7170.020887505539,24.08,284.7506309573288,25.18
